port_name,country,latitude,longitude,port_size,water_body,shelter,max_vessel_size
Aokata,Japan,32.983333,129.066667,Very Small,Korea Strait; North Pacific Ocean,Poor,0.0
Izuhara,Japan,34.2,129.3,Very Small,Korea Strait; North Pacific Ocean,Fair,0.0
Komatsushima,Japan,34.016667,134.6,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Matsu-Shima,Japan,32.933333,129.6,Very Small,East China Sea; North Pacific Ocean,Poor,0.0
Rethimnon,Greece,35.366667,24.466667,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Trujillo,Honduras,15.916667,-85.95,Very Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Soudha,Greece,35.483333,24.183333,Medium,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Piraievs,Greece,37.933333,23.65,Large,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Rijeka Luka,Croatia,45.333333,14.433333,Large,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Umag,Croatia,45.433333,13.516667,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Surabaya,Indonesia,-7.2,112.733333,Medium,Bali Sea; Java Sea; South Pacific Ocean,Good,0.0
Susaki Ko,Japan,33.383333,133.3,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Tsukumi Ko,Japan,33.083333,131.866667,Very Small,Korea Strait; North Pacific Ocean,Fair,0.0
Tachibana,Japan,33.866667,134.666667,Very Small,Sea of Japan; North Pacific Ocean,Poor,0.0
Pangkalpinang,Indonesia,-2.116667,106.133333,Very Small,Natuna Sea; South China Sea; South Pacific Ocean,Good,0.0
Udang Oilfield,Indonesia,4.033333,106.483333,Very Small,South China Sea; North Pacific Ocean,Poor,0.0
Umm Qasr,Iraq,30.016667,47.95,Small,Persian Gulf; Indian Ocean,Excellent,0.0
Sakaiminato,Japan,35.533333,133.233333,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Tanjung Sekong,Indonesia,-5.916667,106.0,Very Small,"Indian Ocean, Java Sea; South Pacific Ocean",Fair,0.0
Tanabe Ko,Japan,33.716667,135.366667,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Yahata,Japan,33.866667,130.816667,Small,Korea Strait; North Pacific Ocean,Fair,0.0
Crotone,Italy,39.078,17.136,Small,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Porto Di Barletta,Italy,41.334,16.292,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Bari,Italy,41.146,16.846,Medium,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Ancona,Italy,43.629,13.494,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Bandar Khomeyni,Iran,30.433333,49.083333,Small,Persian Gulf; Indian Ocean,Good,0.0
Kali Limenes,Greece,34.933333,24.833333,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Kerkira,Greece,39.616667,19.933333,Medium,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Napoli,Italy,40.833,14.275,Large,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Mikonos,Greece,37.45,25.333333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Kavala,Greece,40.933333,24.4,Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Anzio - Nettuno,Italy,41.446,12.637,Very Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Gaeta,Italy,41.223,13.577,Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Molfetta,Italy,41.216667,16.6,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Lavrio,Greece,37.7,24.066667,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Gresik,Indonesia,-7.15,112.65,Small,Bali Sea; Java Sea; South Pacific Ocean,Good,0.0
Lalang Marine Terminal,Indonesia,1.183333,102.216667,Very Small,Strait of Malacca; Indian Ocean,Poor,0.0
Omaezaki Ko,Japan,34.6,138.233333,Small,North Pacific Ocean,Good,0.0
Hagi Ko,Japan,34.416667,131.4,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Hamada Ko,Japan,34.9,132.083333,Very Small,Sea of Japan; North Pacific Ocean,Good,0.0
Alexandroupoli,Greece,40.833333,25.883333,Medium,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Neon Karlovas,Greece,37.8,26.683333,Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Gavrio,Greece,37.883333,24.733333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Arbatax,Italy,39.933333,9.7,Very Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Marina Di Carrara,Italy,44.027,10.047,Very Small,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Argostolion,Greece,38.183333,20.516667,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Katakolon,Greece,37.65,21.316667,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Navplio,Greece,37.566667,22.8,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Megara Oil Terminal,Greece,37.966667,23.4,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Miyazu,Japan,35.533333,135.2,Medium,Sea of Japan; North Pacific Ocean,Fair,0.0
Yura,Japan,33.95,135.1, ,Sea of Japan; North Pacific Ocean,Unknown,0.0
Sibenik,Croatia,43.733333,15.883333,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Ormos Aliveriou,Greece,38.383333,24.05,Medium,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Spetses,Greece,37.266667,23.166667,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Patrai,Greece,38.25,21.733333,Small,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Vada,Italy,43.35,10.45,Very Small,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Siracusa,Italy,37.05,15.283333,Large,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Torre Annunziata,Italy,40.75,14.45,Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Porto Di Lido-Venezia,Italy,45.416667,12.433333,Large,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Salerno,Italy,40.666667,14.75,Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Toboali,Indonesia,-3.016667,106.45,Very Small,Java Sea; South Pacific Ocean,Poor,0.0
Sakai Ko,Japan,35.55,133.25,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Panjang,Indonesia,-5.466667,105.316667,Very Small,Indian Ocean,Good,0.0
Porto Di Palermo,Italy,38.119,13.38,Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Portovecchio Di Piombino,Italy,42.933,10.557,Very Small,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
General Santos,Philippines,6.116667,125.183333,Very Small,Celebes Sea; North Pacific Ocean,Good,0.0
Nasipit Port,Philippines,8.983333,125.333333,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Fair,0.0
Kilifi,Kenya,-3.633333,39.866667,Very Small,Indian Ocean,Poor,0.0
Nacala,Mozambique,-14.533333,40.666667,Very Small,Mozambique Channel; Indian Ocean,Good,0.0
Mocambique,Mozambique,-15.033333,40.733333,Small,Mozambique Channel; Indian Ocean,Fair,0.0
Nouadhibou,Mauritania,20.916667,-17.05,Medium,North Atlantic Ocean,Good,0.0
Casablanca,Morocco,33.6,-7.616667,Large,North Atlantic Ocean,Excellent,0.0
Lisboa,Portugal,38.7,-9.166667,Large,North Atlantic Ocean,Excellent,0.0
Ensenada,Mexico,31.866667,-116.633333,Medium,North Pacific Ocean,Good,0.0
Grand Cul De Sac Bay,Saint Lucia,13.983333,-61.016667,Small,Caribbean Sea; North Atlantic Ocean,Good,0.0
Jose Panganiban,Philippines,14.283333,122.683333,Very Small,Philippine inland seas; North Pacific Ocean,Poor,0.0
Mati,Philippines,6.95,126.216667,Very Small,Celebes Sea; North Pacific Ocean,Excellent,0.0
Bugo,Philippines,8.516667,124.75,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Good,0.0
Mina Ash Shuaybah,Kuwait,29.033333,48.166667,Medium,Persian Gulf; Indian Ocean,Fair,0.0
Al Kuwayt,Kuwait,29.35,47.933333,Very Small,Persian Gulf; Indian Ocean,Poor,0.0
Malindi,Kenya,-3.216667,40.133333,Small,Indian Ocean,Fair,0.0
Basco,Philippines,20.45,121.966667,Very Small,Luzon Strait; North Pacific Ocean,Fair,0.0
Davao,Philippines,7.066667,125.616667,Small,Celebes Sea; North Pacific Ocean,Good,0.0
Basilian City (Isabela),Philippines,6.716667,121.966667,Very Small,Sulu Sea; North Pacific Ocean,Excellent,0.0
Darnah,Libya,32.766667,22.65,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Az Zawiya,Libya,32.8,12.716667,Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Kenitra,Morocco,34.3,-6.6,Small,North Atlantic Ocean,Excellent,0.0
Agadir,Morocco,30.433333,-9.633333,Large,North Atlantic Ocean,Fair,0.0
Charco Azul,Panama,8.216667,-82.866667,Very Small,North Pacific Ocean,Poor,0.0
Al Jubayl,Saudi Arabia,27.083333,49.666667,Very Small,Persian Gulf; Indian Ocean,Fair,0.0
Mina Az Zawr,Kuwait,28.733333,48.4,Very Small,Persian Gulf; Indian Ocean,Fair,0.0
Muar,Malaysia,2.05,102.566667,Very Small,Strait of Malacca; Indian Ocean,Fair,0.0
Essaouira,Morocco,31.5,-9.783333,Very Small,North Atlantic Ocean,Fair,0.0
Akpo Oil Terminal,Nigeria,3.133333,6.816667,Very Small,Gulf of Guinea; North Atlantic Ocean,Poor,0.0
Kampong Saom,Cambodia,10.633333,103.5,Medium,Gulf of Thailand; South China Sea; North Pacific Ocean,Good,0.0
Inhambane,Mozambique,-23.916667,35.4,Small,Mozambique Channel; Indian Ocean,Good,0.0
Lamu,Kenya,-2.266667,40.9,Small,Indian Ocean,Fair,0.0
Akaroa,New Zealand,-43.8,172.966667,Very Small,South Pacific Ocean,Good,0.0
Figueira Da Foz,Portugal,40.15,-8.85,Very Small,North Atlantic Ocean,Good,0.0
Faro,Portugal,37.033333,-7.933333,Very Small,North Atlantic Ocean,Good,0.0
Lazi,Philippines,9.133333,123.633333,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Fair,0.0
Porto De Leixoes,Portugal,41.183333,-8.7,Very Small,North Atlantic Ocean,Good,0.0
Vila Do Porto,Portugal,36.933333,-25.15,Very Small,North Atlantic Ocean,Fair,0.0
Valletta Harbors,Malta,35.9,14.516667,Medium,Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Vacamonte,Panama,8.866667,-79.666667,Very Small,Gulf of Panama; North Pacific Ocean,Poor,0.0
Setubal,Portugal,38.516667,-8.9,Small,North Atlantic Ocean,Excellent,0.0
Sines,Portugal,37.95,-8.866667,Medium,North Atlantic Ocean,Good,0.0
Porto Belo,Mozambique,-17.7,37.183333,Small,Mozambique Channel; Indian Ocean,Fair,0.0
Pichilingue,Mexico,24.266667,-110.333333,Small,Gulf of California; North Pacific Ocean,Good,0.0
Puerto Armuelles,Panama,8.266667,-82.84999999999998,Small,North Pacific Ocean,Good,0.0
Viana Do Castelo,Portugal,41.7,-8.833333,Small,North Atlantic Ocean,Good,0.0
Quelimane,Mozambique,-17.883333,36.883333,Very Small,Mozambique Channel; Indian Ocean,Good,0.0
Tapis Marine Terminal A,Malaysia,5.516667,105.016667,Large,South China Sea; North Pacific Ocean,,0.0
Wanganui,New Zealand,-39.95,175.033333,Very Small,Tasman Sea; South Pacific Ocean,Good,0.0
Villanueva,Philippines,8.583333,124.766667,Very Small,Bohol Sea; Philippine inland seas; North Pacific Ocean,Good,0.0
Port Holland,Philippines,6.55,121.866667,Very Small,Sulu Sea; North Pacific Ocean,Good,0.0
Ras Al Khafji,Saudi Arabia,28.433333,48.583333,Small,Persian Gulf; Indian Ocean,Fair,0.0
Pagadian,Philippines,7.833333,123.433333,Very Small,Celebes Sea; North Pacific Ocean,Good,0.0
Port Mathurin,Mauritius,-19.683333,63.416667,Very Small,Indian Ocean,Fair,0.0
Port Langkawi,Malaysia,6.433333,99.766667,Very Small,Strait of Malacca; Indian Ocean,Fair,0.0
Sorsogon,Philippines,12.966667,124.0,Very Small,Philippine inland seas; North Pacific Ocean,Excellent,0.0
Ras  Tannurah,Saudi Arabia,26.633333,50.166667,Medium,Persian Gulf; Indian Ocean,Fair,0.0
Annapolis,United States,38.983333,-76.483333,Very Small,North Atlantic Ocean,Excellent,0.0
Baltimore,United States,39.266667,-76.58333299999998,Large,North Atlantic Ocean,Good,0.0
Camden,United States,39.95,-75.13333299999998,Medium,North Atlantic Ocean,Excellent,0.0
Chester,United States,39.85,-75.34999999999998,Large,North Atlantic Ocean,Good,0.0
Newark,United States,40.7,-74.15,Medium,North Atlantic Ocean,Good,0.0
Bayonne,United States,40.683333,-74.09999999999998,Medium,North Atlantic Ocean,Good,0.0
Hoboken,United States,40.75,-74.016667,Medium,North Atlantic Ocean,Good,0.0
Greenwich,United States,41.016667,-73.616667,Very Small,North Atlantic Ocean,Excellent,0.0
Bridgeport,United States,41.166667,-73.183333,Medium,North Atlantic Ocean,Excellent,0.0
Fall River,United States,41.7,-71.166667,Very Small,North Atlantic Ocean,Excellent,0.0
Albany,United States,42.65,-73.75,Medium,North Atlantic Ocean,Good,0.0
Mahdia,Tunisia,35.5,11.066667,Very Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Botas,Turkey,36.883333,35.933333,Very Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Keppel - (East Singapore),Singapore,1.283333,103.85,Large,Strait of Malacca; Indian Ocean,Good,0.0
Koper,Slovenia,45.55,13.733333,Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Bonthe,Sierra Leone,7.533333,-12.5,Very Small,North Atlantic Ocean,Good,0.0
Camden,United States,44.216667,-69.066667,Very Small,North Atlantic Ocean,Fair,0.0
Avalon,United States,33.35,-118.316667,Very Small,North Pacific Ocean,Fair,0.0
Brownsville,United States,25.95,-97.4,Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Galveston,United States,29.316667,-94.78333300000001,Large,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Beaumont,United States,30.083333,-94.083333,Medium,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Baton Rouge,United States,30.45,-91.183333,Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Carrabelle,United States,29.85,-84.666667,Very Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Key West,United States,24.55,-81.81666699999998,Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Fort Pierce,United States,27.466667,-80.31666699999998,Very Small,North Atlantic Ocean,Excellent,0.0
Mayport,United States,30.4,-81.433333,Very Small,North Atlantic Ocean,Excellent,0.0
Elizabeth City,United States,36.3,-76.216667,Very Small,North Atlantic Ocean,Excellent,0.0
Bodrum,Turkey,37.033333,27.433333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Kilwa Kivinje,Tanzania,-8.733333,39.416667,Very Small,Indian Ocean,Fair,0.0
Davenport,United States,37.016667,-122.2,Very Small,North Pacific Ocean,Poor,0.0
Carpinteria,United States,34.383333,-119.516667,Very Small,North Pacific Ocean,Poor,0.0
Crockett,United States,38.05,-122.216667,Very Small,North Pacific Ocean,Excellent,0.0
Erawan Terminal,Thailand,9.1,101.35,Very Small,Gulf of Thailand; South China Sea; North Pacific Ocean,Poor,0.0
Bar Harbor,United States,44.383333,-68.2,Very Small,North Atlantic Ocean,Fair,0.0
Dikili,Turkey,39.016667,26.816667,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Didon Terminal,Tunisia,33.783333,11.9,Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Gabes,Tunisia,33.9,10.116667,Small,Mediterranean Sea; North Atlantic Ocean,Good,0.0
La Goulette,Tunisia,36.8,10.3,Medium,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Erdek,Turkey,40.383333,27.8,Very Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Ayvalik,Turkey,39.316667,26.7,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Nemrut Limani Bay,Turkey,38.766667,26.916667,Medium,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Deer Park,United States,29.75,-95.333333,Very Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Fethiye,Turkey,36.633333,29.1,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Aliaga,Turkey,38.833333,26.933333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Tunis,Tunisia,36.8,10.25,Medium,Mediterranean Sea; North Atlantic Ocean,Good,0.0
Piran,Slovenia,45.533333,13.566667,Very Small,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Zarzis,Tunisia,33.5,11.116667,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Toros Gubre,Turkey,36.916667,35.966667,Very Small,Mediterranean Sea; North Atlantic Ocean,Poor,0.0
Sousse,Tunisia,35.833333,10.65,Small,Mediterranean Sea; North Atlantic Ocean,Excellent,0.0
Rades,Tunisia,36.816667,10.3,Very Small,Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Pattani,Thailand,6.95,101.3,Small,Gulf of Thailand; South China Sea; North Pacific Ocean,Fair,0.0
Elizabethport,United States,40.65,-74.183333,Small,North Atlantic Ocean,Good,0.0
Jersey City,United States,40.716667,-74.033333,Medium,North Atlantic Ocean,Good,0.0
New Haven,United States,41.233333,-72.916667,Small,North Atlantic Ocean,Good,0.0
New London,United States,41.35,-72.08333299999998,Small,North Atlantic Ocean,Excellent,0.0
Marcus Hook,United States,39.816667,-75.416667,Small,North Atlantic Ocean,Good,0.0
Newport News,United States,36.966667,-76.433333,Medium,North Atlantic Ocean,Good,0.0
Nha Trang,Vietnam,12.25,109.233333,Small,South China Sea; North Pacific Ocean,Fair,0.0
Kennebunkport,United States,43.366667,-70.466667,Very Small,North Atlantic Ocean,Fair,0.0
Boothbay Harbor,United States,43.866667,-69.583333,Very Small,North Atlantic Ocean,Fair,0.0
Charlotte Amalie,U.S. Virgin Islands,18.35,-64.933333,Small,Caribbean Sea; North Atlantic Ocean,Good,0.0
Oakland,United States,37.816667,-122.333333,Large,North Pacific Ocean,Excellent,0.0
Monterey,United States,36.616667,-121.883333,Small,North Pacific Ocean,Good,0.0
Morro Bay,United States,35.366667,-120.85,Very Small,North Pacific Ocean,Excellent,0.0
New Orleans,United States,29.95,-90.04999999999998,Large,Gulf of Mexico; North Atlantic Ocean,Excellent,0.0
Madisonville,United States,30.4,-90.15,Very Small,Gulf of Mexico; North Atlantic Ocean,Excellent,0.0
Mobile,United States,30.683333,-88.116667,Large,Gulf of Mexico; North Atlantic Ocean,Excellent,0.0
Miami,United States,25.783333,-80.183333,Small,North Atlantic Ocean,Excellent,0.0
Alameda,United States,37.783333,-122.266667,Small,North Pacific Ocean,Excellent,0.0
Caripito,Venezuela,10.15,-63.033333,Very Small,Caribbean Sea; North Atlantic Ocean,Excellent,0.0
Destrehan,United States,29.95,-90.366667,Very Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Berkeley,United States,37.866667,-122.3,Very Small,North Pacific Ocean,Excellent,0.0
Limetree Bay,U.S. Virgin Islands,17.7,-64.75,Very Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Marblehead,United States,42.5,-70.85,Very Small,North Atlantic Ocean,Good,0.0
Port Alucroix,U.S. Virgin Islands,17.7,-64.766667,Very Small,Caribbean Sea; North Atlantic Ocean,Poor,0.0
Stonington,United States,44.15,-68.666667,Very Small,North Atlantic Ocean,Good,0.0
Port Isabel,United States,26.083333,-97.2,Very Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Tarpon Springs,United States,28.15,-82.766667,Very Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Portsmouth,United States,43.083333,-70.75,Small,North Atlantic Ocean,Good,0.0
San Francisco,United States,37.816667,-122.416667,Large,North Pacific Ocean,Excellent,0.0
Texas City,United States,29.383333,-94.916667,Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Salem,United States,42.516667,-70.883333,Small,North Atlantic Ocean,Good,0.0
Pensacola,United States,30.4,-87.216667,Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Santa Barbara,United States,34.416667,-119.683333,Very Small,North Pacific Ocean,Fair,0.0
Rockland,United States,44.1,-69.1,Very Small,North Atlantic Ocean,Good,0.0
San Diego,United States,32.716667,-117.183333,Medium,North Pacific Ocean,Excellent,0.0
Winterport,United States,44.633333,-68.85,Very Small,North Atlantic Ocean,Fair,0.0
Port Neches,United States,30.0,-93.95,Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Rockport,United States,28.016667,-97.05,Very Small,Gulf of Mexico; North Atlantic Ocean,Good,0.0
Simonstown,South Africa,-34.185,18.436666667,Very Small,South Atlantic Ocean,Good,195.0
Portland,United States,43.666667,-70.25,Medium,North Atlantic Ocean,Excellent,0.0
South Vallejo,United States,38.083333,-122.25,Small,North Pacific Ocean,Excellent,0.0
Pascagoula,United States,30.35,-88.56666699999998,Small,Gulf of Mexico; North Atlantic Ocean,Excellent,0.0
Panama City,United States,30.133333,-85.65,Small,Gulf of Mexico; North Atlantic Ocean,,0.0
Sandypoint,United States,44.516667,-68.816667,Very Small,North Atlantic Ocean,Fair,0.0
Saco,United States,43.5,-70.45,Very Small,North Atlantic Ocean,Fair,0.0
West Point,United States,37.533333,-76.79999999999998,Very Small,North Atlantic Ocean,Excellent,0.0
Port Reading,United States,40.566667,-74.233333,Small,North Atlantic Ocean,Good,0.0
Port Chester,United States,41.0,-73.666667,Very Small,North Atlantic Ocean,Good,0.0
Providence,United States,41.8,-71.4,Medium,North Atlantic Ocean,Good,0.0
Sayreville,United States,40.466667,-74.366667,Very Small,North Atlantic Ocean,Good,0.0
Perth Amboy,United States,40.5,-74.266667,Small,North Atlantic Ocean,Good,0.0
Yorktown,United States,37.233333,-76.5,Very Small,North Atlantic Ocean,Excellent,0.0
Edgewater,United States,40.816667,-73.983333,Very Small,North Atlantic Ocean,Good,0.0
Mina Salman,Bahrain,26.2,50.633333,Medium,Persian Gulf; Indian Ocean,Fair,0.0
